ID	Year	Source	MST-14	MST-62	MST-81	MST-106	MST-139	MST-165	MST-188	MST-217	MST-294	MST-664	MST-1006	MST-1084	MST-1423	MST-1435	MST-1499	MST-3249
SRR26411657	2023	Human	singleton_3681	singleton_847	singleton_387	singleton_141	singleton_38	singleton_21	singleton_13	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26411787	2023	Human	singleton_5241	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26411821	2023	Human	singleton_3058	cluster_117	cluster_141	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26411827	2023	Human	singleton_2911	singleton_545	singleton_267	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26411834	2023	Human	singleton_874	singleton_48	singleton_34	singleton_26	cluster_2	cluster_2	cluster_11	cluster_8	cluster_3	cluster_4	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26413141	2023	Human	singleton_3140	cluster_138	cluster_141	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26419458	2023	Human	singleton_3487	cluster_167	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26421943	2023	Human	singleton_4365	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26422027	2023	Human	singleton_3173	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26422367	2023	Human	singleton_523	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26424237	2023	Human	singleton_4050	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26424560	2023	Human	cluster_104	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26439089	2023	Human	singleton_2906	cluster_124	cluster_137	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26439413	2023	Human	cluster_250	cluster_100	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26439416	2023	Human	singleton_135	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26439466	2023	Human	singleton_3696	singleton_858	cluster_58	cluster_47	cluster_22	cluster_16	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26441113	2023	Human	cluster_191	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26441313	2023	Human	singleton_1705	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26443783	2023	Human	singleton_3651	singleton_828	cluster_105	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26443786	2023	Human	singleton_3720	singleton_876	singleton_402	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26445796	2023	Human	singleton_4916	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26445907	2023	Bovine	cluster_104	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26445912	2023	Bovine	cluster_366	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26451150	2023	Human	singleton_3172	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26451161	2023	Human	singleton_3255	singleton_670	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26451609	2023	Human	singleton_1198	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26451793	2023	Bovine	singleton_85	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26453390	2023	Bovine	cluster_410	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26471540	2023	Human	singleton_1077	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26471628	2023	Human	singleton_3837	cluster_195	cluster_121	cluster_51	cluster_31	cluster_22	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26471793	2023	Human	singleton_231	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26473183	2023	Bovine	singleton_4906	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26473398	2023	Bovine	singleton_336	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR2648538	2015	Chicken	cluster_293	cluster_232	cluster_149	cluster_73	cluster_34	cluster_25	cluster_15	cluster_11	cluster_6	cluster_7	cluster_5	cluster_3	cluster_2	cluster_3	cluster_3	cluster_1
SRR2648568	2015	Chicken	cluster_293	cluster_232	cluster_149	cluster_73	cluster_34	cluster_25	cluster_15	cluster_11	cluster_6	cluster_7	cluster_5	cluster_3	cluster_2	cluster_3	cluster_3	cluster_1
SRR26490625	2023	Bovine	singleton_344	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26490626	2023	Human	cluster_222	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26491784	2023	Human	singleton_1402	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26494402	2023	Human	singleton_1349	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26494434	2023	Human	singleton_1765	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26494440	2023	Human	singleton_4518	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26495104	2023	Human	cluster_145	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26497315	2023	Human	cluster_104	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26500108	2023	Other	singleton_1356	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26501337	2023	Human	cluster_171	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26501588	2023	Human	cluster_428	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26501780	2023	Human	singleton_1756	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26514006	2023	Bovine	singleton_294	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26514105	2023	Bovine	cluster_78	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26515151	2023	Human	cluster_191	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26518925	2023	Human	singleton_3252	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26519233	2023	Human	singleton_1282	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26544644	2023	Human	singleton_3566	singleton_794	cluster_142	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26545372	2023	Human	singleton_2728	singleton_464	cluster_27	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26545450	2023	Bovine	singleton_4856	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26546245	2023	Human	singleton_3055	singleton_606	cluster_141	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26546664	2023	Human	singleton_1736	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26583175	2023	Human	singleton_3684	singleton_850	singleton_389	singleton_143	singleton_40	singleton_23	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26583889	2023	Human	singleton_1856	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26584077	2023	Human	singleton_198	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26584079	2023	Human	singleton_2574	singleton_394	cluster_55	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26584123	2023	Bovine	singleton_330	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26584133	2023	Bovine	singleton_374	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26585777	2023	Human	singleton_3156	singleton_639	cluster_141	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26587861	2023	Bovine	singleton_695	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26588111	2023	Human	cluster_172	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26588138	2023	Human	cluster_171	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26588231	2023	Human	singleton_2028	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26588232	2023	Human	singleton_1561	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26620703	2023	Human	cluster_200	cluster_234	cluster_151	cluster_75	cluster_36	cluster_27	cluster_17	cluster_13	cluster_8	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26620755	2023	Human	singleton_1144	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26623604	2023	Human	cluster_200	cluster_234	cluster_151	cluster_75	cluster_36	cluster_27	cluster_17	cluster_13	cluster_8	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26628116	2023	Bovine	cluster_104	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26628160	2023	Human	singleton_1858	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26628566	2023	Bovine	singleton_4883	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26628882	2023	Bovine	singleton_155	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26628930	2023	Bovine	cluster_104	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26629017	2023	Human	cluster_428	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26629054	2023	Human	singleton_1556	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26631807	2023	Human	singleton_1876	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26633102	2023	Human	singleton_4363	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26633111	2023	Human	singleton_2018	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26641398	2023	Human	singleton_3835	cluster_195	cluster_121	cluster_51	cluster_31	cluster_22	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26641400	2023	Human	singleton_99	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26663239	2023	Bovine	singleton_4709	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26664458	2023	Human	singleton_5121	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26664823	2023	Human	cluster_410	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26665180	2023	Human	singleton_1260	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26666263	2023	Bovine	singleton_5182	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26666511	2023	Bovine	singleton_4880	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26667008	2023	Human	singleton_4361	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26668844	2023	Bovine	singleton_5006	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26668849	2023	Bovine	cluster_104	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26680179	2023	Unspecified Animal	singleton_631	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26680374	2023	Human	singleton_2294	singleton_266	singleton_123	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26681262	2023	Human	singleton_2492	singleton_367	cluster_55	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26681264	2023	Human	singleton_1896	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26681266	2023	Human	singleton_1874	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26683291	2023	Human	singleton_1601	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26701017	2023	Human	singleton_2779	cluster_143	cluster_141	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26701044	Unknown	Human	singleton_3197	singleton_658	cluster_84	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26701061	2023	Bovine	cluster_118	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26701063	2023	Bovine	cluster_118	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26701065	2023	Bovine	cluster_118	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26701070	2023	Bovine	cluster_118	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26701088	2023	Human	singleton_2192	singleton_203	singleton_90	cluster_44	cluster_23	cluster_17	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26723004	2023	Human	cluster_145	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26723007	2023	Human	singleton_3534	singleton_784	cluster_142	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26723072	2023	Human	cluster_222	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26723075	2023	Human	cluster_222	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26723810	2023	Human	singleton_2304	cluster_60	cluster_38	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26724822	2023	Human	singleton_3838	cluster_195	cluster_121	cluster_51	cluster_31	cluster_22	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26724830	2023	Human	cluster_301	cluster_232	cluster_149	cluster_73	cluster_34	cluster_25	cluster_15	cluster_11	cluster_6	cluster_7	cluster_5	cluster_3	cluster_2	cluster_3	cluster_3	cluster_1
SRR26767482	2023	Human	cluster_410	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26767931	2023	Human	singleton_1743	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26768511	2023	Human	singleton_3256	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26779284	2023	Human	singleton_5104	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26804210	2023	Human	singleton_1088	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26804498	2023	Human	cluster_398	cluster_232	cluster_149	cluster_73	cluster_34	cluster_25	cluster_15	cluster_11	cluster_6	cluster_7	cluster_5	cluster_3	cluster_2	cluster_3	cluster_3	cluster_1
SRR26804788	2023	Human	singleton_1908	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR26804876	2023	Human	singleton_2402	singleton_323	singleton_160	singleton_77	cluster_29	cluster_22	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR26804878	2023	Human	singleton_4995	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26806538	2023	Human	cluster_104	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26806587	2023	Bovine	singleton_4637	singleton_1049	cluster_144	cluster_71	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26806595	2023	Bovine	singleton_434	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR26806972	2023	Human	cluster_103	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
