ID	Year	Source	MST-14	MST-49	MST-73	MST-79	MST-102	MST-140	MST-183	MST-209	MST-1131	MST-2019	MST-2915
SRR22585314	2022	Chicken	singleton_5726	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22585329	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22585330	2022	Chicken	singleton_4381	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22585332	2022	Swine	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22585334	2022	Chicken	singleton_6832	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22585335	2022	Chicken	singleton_2579	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22585340	2022	Chicken	singleton_2906	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22585342	2022	Chicken	singleton_6036	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22585675	2022	Chicken	singleton_1866	cluster_36	cluster_15	cluster_13	cluster_9	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22590173	2022	Chicken	cluster_489	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22610648	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22645072	2022	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22646817	2022	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22650905	2022	Chicken	singleton_4655	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22650927	2022	Chicken	singleton_2864	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22667703	2022	Human	singleton_5820	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22681877	2022	Human	singleton_1432	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22681880	2022	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22681887	2022	Human	singleton_587	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22686365	2022	Chicken	singleton_3049	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22689354	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22689355	2022	Chicken	singleton_5130	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22689357	2022	Chicken	cluster_577	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22689361	2022	Turkey	singleton_4504	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22689375	2022	Chicken	singleton_4159	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22689376	2022	Chicken	singleton_6655	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22689646	2022	Chicken	singleton_2893	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22696178	2022	Human	singleton_3607	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22703898	2022	Human	cluster_13	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22704948	2022	Human	cluster_507	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22705615	2022	Other	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22706442	2022	Other	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22708389	2022	Human	singleton_7157	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22708480	2022	Human	singleton_1065	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22708485	2022	Human	singleton_1716	singleton_67	cluster_14	cluster_12	cluster_8	cluster_5	cluster_6	cluster_6	cluster_3	cluster_3	cluster_2
SRR22708841	2022	Human	cluster_13	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22719897	2022	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22719964	2022	Human	cluster_598	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22730759	2022	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22733893	2022	Human	cluster_226	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22735019	2022	Chicken	cluster_489	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22735024	2022	Chicken	singleton_4183	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22735054	2022	Chicken	singleton_6109	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22739286	2022	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22746630	2022	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22750353	2022	Swine	singleton_2137	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22752165	2022	Human	singleton_6971	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22752188	2022	Human	singleton_5989	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22753253	2022	Human	cluster_598	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22753258	2022	Human	singleton_7162	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22756143	2022	Turkey	cluster_353	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22784973	2022	Chicken	singleton_3413	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22790361	2022	Human	singleton_6482	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22790516	2022	Chicken	singleton_5029	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22790525	2022	Chicken	singleton_2759	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22790527	2022	Chicken	singleton_2505	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22793113	2022	Chicken	cluster_577	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22793121	2022	Chicken	singleton_3391	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22795523	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22795524	2022	Chicken	singleton_2694	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22795529	2022	Swine	cluster_276	cluster_42	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22795533	2022	Chicken	singleton_3824	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22809564	2022	Chicken	singleton_3104	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22811695	2022	Swine	cluster_218	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22811818	2022	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22811821	2022	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22812198	2022	Human	singleton_7180	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22814526	2022	Human	singleton_5962	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22814542	2022	Human	singleton_1069	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22817756	2022	Human	singleton_399	singleton_42	singleton_28	singleton_24	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22821006	2022	Chicken	singleton_4451	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22821023	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22822778	2022	Chicken	singleton_2966	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22822783	2022	Chicken	singleton_2547	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22829112	2022	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22829349	2022	Human	singleton_7329	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22830862	2022	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22841000	2022	Human	singleton_3409	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22850598	2022	Chicken	singleton_4541	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22853965	2022	Chicken	singleton_3000	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22853967	2022	Chicken	singleton_6480	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22853968	2022	Chicken	cluster_422	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22853969	2022	Chicken	singleton_2709	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22854076	2022	Chicken	singleton_6091	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22854091	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22854093	2022	Chicken	singleton_2653	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22854112	2022	Chicken	singleton_3136	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22854125	2022	Human	cluster_226	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22854126	2022	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22868012	2022	Chicken	singleton_4405	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22868468	2022	Chicken	singleton_2713	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22868469	2022	Chicken	singleton_3621	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22868474	2022	Chicken	singleton_3881	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22878116	2022	Human	singleton_660	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22879945	2022	Chicken	singleton_3100	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22880887	2022	Human	cluster_137	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22882240	2022	Human	cluster_262	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22882316	2022	Human	cluster_598	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22882317	2022	Other	singleton_146	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22882319	2022	Other	cluster_141	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22882322	2022	Other	cluster_141	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22882323	2022	Other	singleton_144	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22882328	2022	Other	cluster_141	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22882329	2022	Other	cluster_141	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22883604	2022	Chicken	singleton_3736	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22884893	2022	Other	singleton_4157	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22884922	2022	Chicken	singleton_4079	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22884925	2022	Swine	singleton_465	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22884931	2022	Swine	cluster_306	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22886724	2022	Chicken	singleton_5907	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22892263	2022	Swine	cluster_306	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22892275	2022	Swine	singleton_138	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22892280	2022	Chicken	singleton_2895	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22895680	2022	Human	singleton_1521	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22895686	2022	Human	singleton_1206	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22900918	2022	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22901492	2022	Human	singleton_7286	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22902453	2022	Human	cluster_215	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22915302	2022	Chicken	singleton_4998	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22924594	2022	Human	singleton_851	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22925071	2022	Human	singleton_5071	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22925081	2022	Human	singleton_2428	singleton_96	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22926493	2022	Human	singleton_4589	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22927618	2022	Chicken	singleton_3017	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22927708	2022	Chicken	singleton_3096	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22927709	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22929428	2022	Other	cluster_207	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22929465	2022	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22938191	2022	Human	singleton_1361	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22938418	2022	Human	singleton_1599	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22938420	2022	Human	singleton_630	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22938824	2022	Human	singleton_7017	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22939436	2022	Chicken	singleton_4773	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22939443	2022	Chicken	singleton_3028	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22939719	2022	Chicken	singleton_5843	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22942754	2022	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22950166	2022	Human	singleton_6334	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22955691	2022	Turkey	singleton_3043	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956192	2022	Chicken	singleton_5886	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956194	2022	Chicken	singleton_5872	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956201	2022	Chicken	singleton_4036	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956202	2022	Chicken	singleton_5195	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956206	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956214	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956217	2022	Chicken	singleton_3684	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956218	2022	Chicken	singleton_3126	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22956221	2022	Chicken	singleton_4844	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22957055	2022	Human	singleton_2077	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22957675	2022	Human	cluster_274	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22957676	2022	Human	cluster_249	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22959671	2022	Human	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22961042	2022	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22962209	2022	Human	cluster_39	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22966000	2022	Human	singleton_3577	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22967563	2022	Human	cluster_222	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22992300	2022	Chicken	singleton_6365	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22992309	2022	Chicken	singleton_5271	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22996289	2022	Human	cluster_222	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22996291	2022	Human	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22996315	2022	Human	singleton_6635	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22996319	2022	Human	cluster_117	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR22998457	2022	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23000251	2022	Chicken	singleton_4425	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23010765	2022	Chicken	singleton_3082	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23025294	2022	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23025295	2022	Human	singleton_330	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23025339	2022	Human	singleton_1439	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23025715	2022	Chicken	singleton_3419	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23030299	2023	Human	singleton_5319	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23030304	2023	Human	singleton_2037	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23034889	2022	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23035297	2021	Swine	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR23035466	2021	Swine	cluster_35	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
